Proteins,p_value ,q-value L166P(1&2)/WT,FC
AVL9,1.63849,0.230847,0.661123
AXIN1,2.46977,0.0210356,2.08752
AXL,0.0513761,0.94497,-0.0322639
AZI2,2.07398,0.0531503,1.5692
B2M,3.52667,0.00489583,2.86277
B3GALT6,2.65362,0.0205904,2.02708
B3GAT3,2.90948,0.131011,0.916486
B3GLCT,1.27716,0.0410821,-2.34095
B3GNT9,3.37764,0.0422698,-1.43414
B4GALNT4,0.0223386,0.982962,-0.00878168
B4GALT1,0.790125,0.318887,-0.549847
B4GALT5,3.75683,0.0568497,1.27778
B4GALT7,0.041599,0.954941,0.0266781
B4GAT1,2.42606,0.00876703,-2.77528
B9D1,3.1856,0.0299705,1.66187
B9D2,1.04128,0.458685,-0.326015
BABAM1,2.07453,5.04E-02,-1.60449
BABAM2,1.64541,0.277978,0.549012
BACH1,3.04818,0.0706113,1.23108
BAD,3.79133,0.0103516,2.12545
BAG1,1.02041,0.207728,0.83827
BAG2,1.38239,0.322751,0.480551
BAG3,0.495226,0.690731,-0.166102
BAG4,0.329086,0.614879,0.23885
BAG5,1.38529,0.18195,-0.859555
BAG6,2.14191,0.154824,0.872766
BAIAP2,0.1139,0.787954,0.153312
BAIAP2L1,0.310801,0.865984,0.0689391
BAK1,3.11931,0.0187847,1.91787
BANF1,1.52438,0.0245464,-2.62741
BANP,1.99222,0.0457774,-1.69648
BAP1,3.15409,0.231639,-0.592335
BAP18,0.883366,0.358695,-0.461077
BASP1,2.28943,0.0300468,-1.86935
BAX,2.31763,0.077642,1.28967
BAZ1A,1.14118,0.47517,0.306576
BAZ1B,3.09865,0.0849114,-1.13539
BAZ2A,2.34079,0.214499,0.660939
BBC3,2.12169,0.0345425,1.85333
BBS1,1.82199,0.0205849,-2.5674
BBS2,1.00273,0.496506,-0.293568
BBS4,0.780324,0.125239,-1.65481
BBS9,2.03056,0.0967467,-1.19332
BBX,4.06305,0.102872,-0.981033
BCAM,2.26575,0.235574,-0.612014
BCAP29,0.931308,0.531454,0.262993
BCAP31,0.86517,0.262899,0.684691
BCAR1,5.70328,0.00826517,1.94814
BCAR3,5.29568,0.00365882,3.04113
BCAS2,1.73446,0.349612,-0.42509
BCAS3,0.993056,0.65625,-0.178499
BCAT1,0.903985,0.163914,-1.13657
BCAT2,4.71049,0.078979,1.07716
BCCIP,2.04542,0.0605705,-1.52012
BCKDHA,1.66534,0.382223,0.38565
BCKDHB,1.01342,0.439759,-0.346649
BCKDK,0.0140002,0.988385,0.00623552
BCL10,2.88211,0.0211325,1.9295
BCL2L1,3.21942,0.12353,0.932776
BCL2L11,3.45108,0.0267679,-1.66878
BCL2L12,3.33444,0.0946407,-1.06049
BCL2L13,1.00918,0.202176,-0.868545
BCL2L2,2.75695,0.0358741,-1.65368
BCL3,3.86531,0.0394828,1.42813
BCL6,0.710947,0.387211,0.441038
BCL7A,0.633067,0.402103,-0.428616
BCL7C,0.979623,0.244826,0.710388
BCL9,1.47327,0.276684,0.561818
BCL9L,0.825124,0.335428,0.511781
BCLAF1,0.732572,0.316368,0.568574
BCLAF3,0.630752,0.590513,0.229698
BCORL1,0.798201,0.334016,0.519606
BCR,1.75614,0.269424,0.560382
BCS1L,1.58281,0.313786,-0.485162
BDH1,0.431746,0.672064,-0.182926
BDH2,1.191,0.523786,0.262784
BECN1,1.45435,0.136333,-1.07317
BEND3,2.81327,0.0282626,1.75279
BET1,2.11557,0.136353,-0.954337
BET1L,1.46213,0.123002,1.16309
BGN,5.42093,0.00366667,-2.79865
BICC1,0.0181177,0.99065,0.00452701
BICD1,4.37095,0.0461197,1.31665
BICD2,3.88333,0.106324,0.971793
BICDL2,1.65116,0.108844,-1.20394
BICRA,1.95865,0.209257,-0.697917
BID,4.57943,0.00911563,2.04598
BIN1,3.41606,0.0626059,-1.26252
BIN3,2.15224,0.151982,0.888358
BIRC2,0.831706,0.472132,-0.32199
BIRC5,0.371844,0.367305,0.640689
BIRC6,0.808528,0.725183,-0.138904
BLMH,2.36346,0.0403607,-1.65698
BLOC1S1,1.03119,0.216483,-0.799133
BLOC1S2,0.288481,0.702714,-0.174797
BLOC1S4,2.0515,0.0623955,-1.47695
BLOC1S5,1.73448,0.0649708,-1.53132
BLOC1S6,0.468922,0.125015,3.76211
BLVRA,1.90399,0.157522,-0.889323
BLVRB,1.55819,0.166775,-0.897752
BLZF1,2.68411,0.0704896,1.29028
BMP1,4.08542,0.0359179,1.45463
BMP2K,0.089331,0.936055,-0.0356598
BMPR1A,0.314541,0.791688,-0.111889
BMPR2,3.08556,0.0644178,-1.27259
BMS1,0.0472974,0.947341,0.0312214
BNC2,4.53143,0.00752683,-2.11528
BNIP1,2.67526,0.271246,0.523287
BNIP2,2.42845,0.116919,-1.02287
BNIP3,0.215118,0.713502,-0.177358
BNIP3L,0.233639,0.748018,0.147695
BOD1,2.47022,0.0208118,2.0944
BOD1L1,0.085718,0.883326,0.0717026
BOLA1,0.638578,0.58038,0.242185
BOLA2,3.57144,0.0300503,1.59159
BOLA3,1.81205,0.0206431,-2.53565
BOP1,3.27659,0.1201,0.94528
BORCS5,0.394281,0.621036,-0.223009
BORCS6,1.8123,0.137105,0.9932
BORCS7,2.92553,0.0339791,1.6311
BORCS8,3.52496,0.0203037,1.82425
BPGM,4.78186,0.0466223,1.27749
BPHL,1.57584,0.371942,-0.400687
BPNT1,1.27485,0.240174,-0.674703
BPNT2,0.772512,0.385539,-0.434944
BPTF,3.82684,0.125329,-0.893193
BRAF,1.76358,0.12928,-1.04936
BRAP,2.87035,0.00956008,2.42613
BRAT1,1.7237,0.143519,0.976757
BRCC3,1.01822,0.305588,0.546258
BRD1,1.72322,0.403864,-0.358496
BRD2,2.62169,0.00695503,-2.8781
BRD3,1.68078,0.0486155,-1.76107
BRD4,2.89754,0.0938147,-1.09983
BRD7,3.69635,0.014245,-1.95253
BRD8,0.625985,0.527267,-0.290695
BRF1,0.472153,0.433886,0.419917
BRI3BP,1.87385,0.0138876,-2.91291
BRIX1,1.35358,0.12479,-1.19038
BRK1,1.69839,0.118096,1.11754
BRMS1,0.59567,0.593446,0.229376
BRMS1L,1.90389,0.189024,-0.7653
BROX,2.20378,0.0238034,-2.10527
BRPF1,1.93321,0.220647,-0.666362
BRPF3,1.66644,0.251941,-0.603831
BRSK1,2.72323,0.00998798,2.47396
BRWD1,2.42207,0.105186,1.08163
BSDC1,2.71565,0.0134441,2.31813
BSG,0.259035,0.622131,0.259684
BST1,0.43589,0.643072,0.202388
BTAF1,0.285047,0.745992,0.148373
BTBD1,1.65013,0.312385,-0.484944
BTBD10,0.859531,0.377315,-0.436701
BTBD11,1.01062,0.448402,0.338063
BTBD7,1.926,0.213614,0.686938
BTF3,1.73587,0.0913468,1.31387
BTF3L4,1.85536,0.14739,0.944909
BTN2A1,0.354546,0.54343,0.321975
BTN3A1,1.68709,0.145948,-0.975667
BTRC,2.69625,0.186177,0.723437
BUB3,0.0568879,0.941408,-0.0349454
BUD13,0.684011,0.403928,-0.417405
BUD23,2.7774,0.0738848,1.23832
BUD31,0.785321,0.134633,-1.5204
BYSL,2.15307,0.182512,0.770228
BZW1,1.38899,0.186339,-0.841514
BZW2,1.51963,0.221884,-0.697616
C11orf54,0.587102,0.458027,-0.371669
C11orf68,0.157009,0.854544,0.0825176
C11orf98,0.763461,0.263708,0.710642
C12orf29,0.471295,0.481805,-0.368538
C12orf4,0.0634165,0.911516,0.0581823
C12orf57,2.24753,0.108176,1.08998
C14orf119,2.27988,0.0865324,1.20255
C15orf40,0.313438,0.689258,0.180921
C16orf70,2.35681,0.0190232,2.22528
C17orf75,2.0042,0.0583692,-1.55548
C17orf80,0.849796,0.308095,0.566674
C18orf21,0.666978,0.59915,-0.222257
C18orf25,0.476468,0.50201,-0.336287
C18orf32,1.87743,0.0190922,-2.55356
C19orf12,0.71539,0.403141,-0.415292
C19orf25,3.0415,0.00479592,3.09091
C19orf47,0.0201293,0.965787,0.0228268
C19orf53,0.458416,0.449149,0.400508
C19orf54,0.180879,0.732922,0.170545
C1D,1.00398,0.1286,-1.34462
C1GALT1,0.0289299,0.948924,-0.0359321
C1GALT1C1,0.818314,0.22197,-0.84931
C1orf122,2.06536,0.00997384,3.01746
C1orf131,0.245524,0.74952,-0.145717
C1orf174,0.548276,0.404848,-0.442774
C1orf198,2.70602,0.041476,1.55566
C1orf21,2.67091,0.00656825,2.91344
C1orf43,1.62488,0.204376,0.741733
C1orf50,1.89675,0.196432,0.746817
C1orf52,3.40293,0.0326833,1.55861
C1orf53,3.767,0.0146985,1.93429
C1QBP,0.306194,0.561576,-0.309085
C20orf27,0.173078,0.889252,-0.0595694
C2CD2,1.83158,0.40483,0.355204
C2CD2L,1.98986,0.0108743,2.96975
C2CD3,3.55179,0.0603611,1.26767
C2CD5,3.35554,0.10095,-1.02412
C2orf49,2.66913,0.0865353,1.16662
C2orf69,0.0537919,0.927075,0.0461852
C2orf76,1.34453,0.17009,-0.927226
C3,2.34037,0.0815156,1.24742
C3orf38,2.10065,0.20474,-0.702036
C5orf22,0.172094,0.688937,-0.217505
C5orf24,0.00606856,0.989344,-0.00656846
C5orf51,1.68194,0.154397,-0.93182
C6orf120,1.84799,0.105054,-1.17453
C6orf132,3.74713,0.00246296,4.04868
C6orf89,1.38784,0.10756,-1.29796
C7,2.04793,0.183987,-0.773461
C7orf25,0.858925,0.177768,1.07525
C7orf26,2.07737,0.0214729,-2.24141
C7orf50,2.37856,0.0498118,-1.51281
C8orf33,1.92568,0.0861618,1.31039
C8orf82,1.72361,0.0206054,-2.61228
C9orf16,1.28773,0.140721,1.10358
C9orf78,0.653366,0.401271,0.428172
CA12,0.829882,0.315487,0.550854
CA13,1.78515,0.11387,1.13394
CA2,4.72258,0.00530565,2.32245
CA5B,0.988174,0.591578,-0.217202
CAAP1,0.0447224,0.93903,0.0384778
CAB39,1.25593,0.356696,-0.435445
CAB39L,1.0821,0.196919,-0.871135
CABIN1,2.86276,0.184859,-0.720372
CABLES1,0.880853,0.298535,0.584461
CACFD1,2.28825,0.0380866,1.71919
CACNA1F,3.56325,0.002875,-3.96613
CACNA2D1,3.72575,0.0513127,1.30979
CACNB3,0.930439,0.46866,-0.319343
CACTIN,1.06978,0.375681,0.420516
CACUL1,0.384156,0.704533,0.163067
CACYBP,0.083224,0.858986,0.094749
CAD,1.94974,0.329315,-0.447599
CADM1,4.65716,0.00352083,3.17337
CADM3,4.83551,0,4.28408
CADM4,2.66932,0.00378295,4.20933
CALB1,0.640316,0.304623,-0.632367
CALCOCO1,3.72468,0.0151864,1.92482
CALCOCO2,0.309304,0.614192,0.253643
CALD1,1.53822,0.196742,0.782694
CALHM5,2.40582,0.0138654,-2.42151
CALM1,0.252532,0.602307,-0.271735
CALR,1.21056,0.205237,-0.8014
CALU,0.770343,0.342689,-0.520318
CAMK1,0.996601,0.367619,0.436542
CAMK1D,0.981185,0.365079,0.446457
CAMK2D,1.56229,0.0589553,1.73989
CAMK2G,1.32384,0.304964,-0.517799
CAMKK1,0.371762,0.735452,0.1443
CAMKK2,1.1704,0.634845,0.18703
CAMKMT,0.0437187,0.941197,-0.0375544
CAMLG,0.937145,0.220598,0.811632
CAMSAP1,2.87686,0.095153,1.09158
CAMSAP2,2.72885,0.0610021,1.35367
CAMSAP3,2.99606,0.014519,2.095
CAND1,2.35784,0.0776269,-1.27188
CAND2,0.492261,0.492971,-0.334985
CANT1,2.40211,0.180637,-0.756654
CANX,0.529502,0.368976,-0.536057
CAP1,0.702306,0.400512,-0.422308
CAP2,1.10419,0.293774,0.561965
CAPG,4.05517,0.10877,0.955278
CAPN1,1.43849,0.317583,-0.48529
CAPN15,1.01306,0.422449,0.363589
CAPN2,0.867611,0.504378,-0.297959
CAPN5,5.17428,0.0146113,-1.75405
CAPN7,1.42794,0.122428,-1.17897
CAPNS1,1.96721,0.0644396,-1.49464
CAPNS2,2.27518,0.186424,0.74815
CAPRIN1,1.32127,0.18366,0.864456
CAPRIN2,3.76327,0.0525095,1.29953
CAPS,0.956923,0.256845,0.67781
CAPZA1,2.97925,0.0402097,1.52524
CAPZA2,0.100162,0.877458,0.0782581
CAPZB,1.99022,0.414804,0.342016
CARD10,0.629109,0.784626,0.107876
CARD16,4.303,0.00361475,-3.05765
CARD19,1.32528,0.562755,0.231325
CARD6,2.60582,0.0791815,1.23013
CARD8,2.03559,0.126612,1.02413
CARHSP1,1.32768,0.216512,-0.739423
CARM1,3.05167,0.312452,-0.449035
CARMIL1,2.87225,0.125857,0.945821
CARMIL2,2.78095,0.0644831,1.30408
CARNMT1,3.68189,0.0563551,1.28887
CARS1,1.34929,0.390778,-0.385659
CARS2,1.73384,0.349202,0.425486
CASC3,2.2119,0.129863,0.982741
CASK,3.84903,0.0559689,-1.27368
CASKIN2,1.56602,0.118809,1.1571
CASP1,3.04223,0.0273608,-1.74308
CASP2,2.25744,0.403188,-0.34992
CASP3,3.13028,0.231901,0.591917
CASP6,1.91731,0.307716,-0.482355
CASP7,0.0935247,0.902123,0.0571175
CASP8,1.99325,0.284935,-0.520321
CASP8AP2,1.65443,0.0964542,1.29297
CASP9,3.19037,0.0612013,1.30164
CAST,1.05521,0.150457,1.1352
CASTOR1,0.912587,0.246776,0.719163
CASTOR2,0.504412,0.467136,-0.368134
CAT,0.881652,0.449845,-0.345719
CAV1,1.64642,0.0793543,-1.46275
CAVIN1,0.913456,0.315349,0.537228
CAVIN2,2.93267,0.109509,1.00891
CAVIN3,3.95001,0.00346341,-3.57476
CBARP,3.48538,0.00582663,2.60708
CBFA2T2,0.501003,0.298825,0.736271
CBFB,0.0829665,0.941589,0.0320355
CBL,1.0045,0.400015,-0.391159
CBLB,0.253263,0.823672,0.0949875
CBLL1,2.03329,0.0852407,1.28178
CBR1,3.09589,0.0693983,-1.23064
CBR3,3.00938,0.0707561,-1.2404
CBR4,3.0498,0.00504422,-2.89544
CBS,1.29174,0.312411,0.50483
CBWD2,2.23449,0.231245,0.622442
CBX1,0.402565,0.58532,-0.259329
CBX3,1.47451,0.304478,-0.509968
CBX5,2.39449,0.0660399,-1.36702
CBX6,1.6801,0.141406,-0.990913
CBX8,2.01779,0.240491,-0.61234
CC2D1A,2.39295,0.0555145,1.47786
CC2D1B,3.10407,0.109154,0.997452
CCAR1,1.67494,0.269879,-0.563796
CCAR2,1.97827,0.290611,-0.51075
CCDC102A,0.626163,0.489237,0.320313
CCDC106,1.93682,0.18537,-0.77461
CCDC115,2.24769,0.0366042,1.79178
CCDC117,0.16805,0.777406,0.135385
CCDC12,3.82215,0.100608,-1.00212
CCDC124,1.93317,0.116837,1.09002
CCDC127,2.16006,0.223858,0.645052
CCDC134,2.31664,0.145904,-0.896892
CCDC137,0.00313416,0.996055,0.00188792
CCDC141,3.17681,0.00477642,3.00661
CCDC149,2.26251,0.0725496,1.32749
CCDC167,0.805712,0.579978,0.232073
CCDC174,0.958376,0.505501,-0.285156
CCDC186,0.528916,0.731156,0.140954
CCDC22,1.92934,0.384538,0.375899
CCDC25,3.32317,0.230854,-0.589244
CCDC32,2.47946,0.00695276,2.89466
CCDC43,2.55631,0.0377291,1.66785
CCDC47,0.266594,0.647322,-0.226062
CCDC50,2.92698,0.0139219,2.17669
CCDC51,1.42363,0.49771,0.277761
CCDC58,1.4291,0.335904,-0.457444
CCDC59,1.91445,0.10174,1.18719
CCDC6,1.96139,0.29087,0.51075
CCDC71L,0.441588,0.484741,-0.354187
CCDC8,1.70775,0.150782,-0.951089
CCDC80,4.2377,0.0542832,1.25401
CCDC84,2.20579,0.0468271,1.60325
CCDC85B,2.61704,0.033838,1.71007
CCDC85C,2.39486,0.0551761,1.47222
CCDC86,2.42643,0.035883,1.73632
CCDC88A,2.77026,0.191755,-0.708496
CCDC88C,3.44377,0.00338095,3.90058
CCDC9,1.43095,0.211634,0.741455
CCDC90B,1.86161,0.142674,0.962627
CCDC91,0.182525,0.76875,0.139823
CCDC92,2.87257,0.12864,0.923104
CCDC93,0.119603,0.932007,0.0369723
CCDC97,0.8178,0.199722,0.969012
CCDC9B,6.21226,0.00342169,2.86939
CCM2,0.243724,0.783553,-0.12316
CCN1,4.79151,0.00495331,2.41067
CCN2,3.22115,0.0390021,1.49694
CCND1,4.64389,0.00338,3.11783
CCND2,1.13133,0.0436952,2.53751
CCND3,6.32811,0.0298124,1.39797
CCNDBP1,5.82206,0.00600612,2.12038
CCNH,1.70944,0.276302,-0.547931
CCNK,2.37974,0.275607,-0.522716
CCNL1,3.60601,0.0733775,-1.16348
CCNL2,2.84025,0.0734187,-1.2461
CCNT1,1.64785,0.356166,0.41901
CCNT2,1.61821,0.418243,-0.345646
CCNY,1.8502,0.223861,0.663907
CCNYL1,2.84952,0.156933,0.818781
CCP110,1.46924,0.202211,0.771376
CCS,5.79844,0.108859,-0.90624
CCSER2,3.16491,0.031506,1.62656
CCSMST1,0.712578,0.544789,0.261809
CCT2,2.36632,0.290893,0.497877
CCT3,1.47139,0.541525,0.246882
CCT4,1.49908,0.497361,0.281261
CCT5,0.621328,0.491886,-0.326021
CCT6A,2.67696,0.274929,0.516934
CCT7,2.00483,0.135184,-0.977874
CCT8,0.807568,0.514781,-0.28296
CCZ1,0.672852,0.35935,-0.508232
CD109,1.83568,0.25332,-0.589754
CD151,0.142986,0.699043,0.237218
CD248,5.05445,0.00152632,-3.95683
CD274,1.3233,0.0451163,2.18041
CD276,1.1553,0.29452,0.554343
CD2AP,3.82159,0.0328987,1.49684
CD2BP2,1.53691,0.123159,1.14352
CD44,0.771787,0.318075,0.569796
CD46,2.2795,0.0882019,-1.2139
CD47,1.19343,0.0516886,-2.23661
CD55,0.0440598,0.953728,0.0270665
CD58,3.05075,0.101019,1.03466
CD59,1.07608,0.266452,-0.629288
CD63,1.45774,0.056167,-1.80916
CD81,5.50833,0.00712755,-2.03006
CD82,1.05691,0.138308,-1.21687
CD9,3.45478,0.0102185,-2.17978
CD99,0.143546,0.639473,-0.308186
CD99L2,0.835332,0.0937892,2.02208
CDAN1,0.831267,0.562548,0.242195
CDC123,0.373461,0.646298,0.206343
CDC16,2.10601,0.078228,-1.33147
CDC23,2.18321,0.0147522,-2.53495
CDC26,0.0549043,0.903573,0.0662573
CDC27,0.657241,0.494016,-0.325141
CDC34,0.217447,0.786115,-0.121703
CDC37,0.455788,0.358397,0.598346
CDC37L1,3.35982,0.126128,0.910846
CDC40,0.872878,0.479792,0.316377
CDC42,0.755914,0.186894,-1.08875
CDC42BPA,0.366678,0.878751,-0.0621542
CDC42BPB,4.33727,0.222173,0.590258
CDC42EP1,0.0386427,0.930662,0.0502477
CDC42EP2,0.9408,0.437591,0.352215
CDC42EP3,5.81404,0.00474737,2.53572
CDC42EP4,0.225702,0.724919,-0.165977
CDC42EP5,4.41704,0.00478539,-2.6088
CDC42SE2,0.0598324,0.837903,-0.13828
CDC5L,1.3135,0.312445,-0.503924
CDC73,0.0655896,0.945682,-0.0306161
CDCA3,1.39411,0.0870042,1.4895
CDH10,5.18744,0.00670604,2.10512
CDH11,2.92942,0.116887,-0.981388
CDH13,1.37632,0.223077,0.710718
CDH2,4.45981,0.0120018,1.9105
CDH6,0.38252,0.473999,0.392717
CDIPT,2.57211,0.134771,-0.925306
CDK1,1.53062,0.249779,-0.619124
CDK11B,3.69438,0.0284956,-1.59167
CDK12,1.44225,0.288531,-0.541864
CDK13,2.77122,0.287439,-0.493871
CDK14,4.01132,0.0713535,-1.15342
CDK16,2.10417,0.1319,-0.981702
CDK17,0.709816,0.456798,-0.347144
CDK2,3.27205,0.0920842,-1.07025
CDK4,0.11597,0.883141,0.0677411
CDK5,0.393523,0.678014,-0.181478
CDK5RAP1,0.603378,0.639341,-0.194152
CDK5RAP2,1.30141,0.0865137,1.52438
CDK5RAP3,2.26134,0.337893,-0.426917
CDK6,3.21551,0.0657432,1.23808
CDK7,1.59769,0.23037,-0.666046
CDK9,2.13817,0.0470432,1.61774
CDKAL1,2.04118,0.272576,-0.539985
CDKL5,2.14224,0.074054,1.35521
CDKN1A,3.02298,0.01391,2.18154
CDKN1B,0.223602,0.684081,0.200179
CDKN1C,3.22399,0.0375859,-1.52719
CDKN2A,5.95336,0.00265,3.29947
CDKN2AIP,1.39306,0.243328,0.650481
CDKN2AIPNL,1.46125,0.143287,1.03652
CDKN2B,3.87182,0.00754523,2.26938
CDKN2C,1.41494,0.289043,-0.542538
CDNF,1.44021,0.284932,0.552709
CDPF1,2.94297,0.220895,-0.62255
CDR2,2.7649,0.0238838,1.87694
CDR2L,3.98353,0.00544951,2.46876
CDS2,0.248763,0.676869,0.202035
CDV3,2.99744,0.106275,1.02901
CDYL,0.771577,0.244018,0.775819
CEBPB,0.450881,0.736823,0.139393
CEBPZ,1.41223,0.470663,-0.302661
CELF1,1.95966,0.217881,-0.673515
CELF2,2.49139,0.036642,1.66061
CELSR1,2.13346,0.0396828,1.76441
CEMIP,3.94515,0.165385,0.750417
CEMIP2,6.2735,0.00630372,2.038
CENPB,4.54807,0.0138982,-1.86322
CENPC,3.80049,0.0817679,-1.1057
CENPH,0.776742,0.349586,-0.49482
CENPL,1.3372,0.117708,-1.23592
CENPP,3.8535,0.0475324,-1.34016
CENPS,0.811906,0.267382,0.686792
CENPU,4.45401,0.00459732,-2.85073
CENPV,0.0441584,0.883202,-0.0987877
CEP112,2.7768,0.0459825,1.497
CEP120,3.07267,0.125497,-0.932519
CEP131,0.964766,0.400375,0.39508
CEP135,0.497258,0.638147,-0.200663
CEP152,0.183596,0.576033,-0.379001
CEP164,3.16261,0.0190464,1.92861
CEP170,2.25297,0.132188,-0.960718
CEP170B,6.75891,0.0339635,1.33641
CEP170P1,2.67331,0.15318,0.840998
CEP192,1.5958,0.306552,0.497806
CEP250,3.3558,0.00477291,2.85597
CEP290,0.888061,0.335781,-0.508475
CEP350,1.70543,0.116693,1.13928
CEP41,0.393318,0.771685,-0.12191
CEP43,1.38189,0.185473,0.846607
CEP44,0.56739,0.703422,-0.160957
CEP55,0.916523,0.546719,0.251476
CEP63,0.277613,0.407074,-0.63028
CEP78,0.927691,0.38219,0.426404
CEP85,0.532762,0.546448,0.276401
CEP89,1.81591,0.314994,0.472788
CEP97,2.66008,0.0467413,1.49585
CEPT1,0.584336,0.445503,-0.377079
CERCAM,3.37904,0.0238669,-1.75296
CERS2,0.195798,0.671703,-0.233215
CERS6,2.60386,0.0141925,-2.2902
CERT1,1.25458,0.310824,-0.511778
CES2,1.57609,0.271537,-0.566707
CETN2,0.377912,0.54468,-0.297005
CETN3,2.35242,0.121578,0.999414
CFAP20,1.53392,0.126792,-1.11736
CFAP298,0.930568,0.134031,1.34927
CFAP36,2.70462,0.089597,1.14019
CFAP410,1.82754,0.107088,1.17798
CFAP45,2.57687,0.0064435,-2.94348
CFAP97,1.30039,0.170034,0.936935
CFDP1,0.00826469,0.98334,0.0108669
CFH,0.893808,0.378393,-0.429273
CFL1,0.91412,0.543912,-0.255017
CFL2,1.44401,0.294905,0.528546
CGGBP1,6.0649,0.00805046,-1.92666
CGN,2.86808,0.0117929,2.2913
CGNL1,1.8868,0.18118,0.79702
CHAC2,3.64236,0.103239,1.00116
CHAF1A,0.00870943,0.985655,-0.00868585
CHAF1B,0.0595427,0.948887,-0.0291435
CHAMP1,0.417993,0.576112,0.262705
CHCHD1,0.221454,0.781721,0.132725
CHCHD3,2.62098,0.0942186,1.1287
CHCHD6,3.37679,0.0375473,1.51999
CHD1,0.592032,0.79867,-0.100397
CHD1L,0.703817,0.466754,-0.338942
CHD2,0.265159,0.794972,0.11159
CHD3,3.33353,0.0341963,-1.53682
CHD4,3.31754,0.113893,-0.959476
CHD6,1.29898,0.373789,-0.411055
CHD8,1.15114,0.466894,-0.312883
CHEK1,0.216959,0.772479,0.131654
CHEK2,3.02839,0.135989,-0.881869
CHERP,4.42211,0.0941077,-1.00301
CHFR,0.046577,0.926942,-0.0496214
CHID1,2.6137,0.129331,0.939544
CHKA,1.55079,0.503951,-0.270521
CHKB,2.83692,0.0526427,-1.40728
CHM,0.804974,0.444381,0.352716
CHML,1.9785,0.204948,-0.708607
CHMP1A,0.0250031,0.97288,-0.0157145
CHMP1B,0.084469,0.858798,-0.0929973
CHMP2A,3.15979,0.0927882,-1.08284
CHMP2B,2.20851,0.118133,1.03936
CHMP3,0.546849,0.482342,-0.338118
CHMP4A,0.0375393,0.972875,-0.0149109
CHMP4B,2.37981,0.045985,1.58284
CHMP5,1.52963,0.497166,0.276773
CHMP6,0.0671835,0.94133,-0.0334448
CHMP7,3.34973,0.1354,0.874719
CHN1,2.13796,0.0347047,-1.84106
CHORDC1,1.68037,0.121689,-1.11911
CHP1,1.48348,0.347114,-0.437706
CHPF,4.12804,0.0796815,-1.09756
CHPF2,0.0470167,0.975558,-0.0124554
CHPT1,3.04617,0.0562165,1.34878
CHRAC1,0.693484,0.420693,0.392108
CHST14,2.4105,0.100592,-1.09763
CHST15,1.97338,0.046067,1.70892
CHST3,4.1249,0.0542523,1.26117
CHST5,0.333639,0.275322,-1.2261
CHSY1,2.02075,0.0862015,-1.27729
CHSY3,1.78393,0.0431313,-1.84584
CHTF18,3.77787,0.111326,-0.950253
CHTOP,1.65708,0.117458,1.15057
CHUK,2.09586,0.0599422,-1.50368
CHURC1,1.29951,0.124404,-1.21848
CIAO1,0.999026,0.140223,-1.24248
CIAO2A,3.93692,0.0128211,1.97848
CIAO2B,2.06113,0.0963732,1.1847
CIAO3,0.762062,0.624987,-0.198525
CIAPIN1,0.511551,0.469594,-0.3597
CIC,1.75393,0.177693,0.823525
CILP,2.88877,0.0473934,1.46086
CINP,2.62642,0.0189694,-2.1052
CIP2A,2.45738,0.115312,-1.03215
CIRBP,0.406877,0.4654,0.389692
CISD1,0.342234,0.523184,-0.335211
CISD2,1.82741,0.110592,-1.14383
CISD3,3.31499,0.0155225,2.01263
CIT,2.98966,0.0211844,1.88691
CIZ1,0.100168,0.917674,-0.0460067
CKAP4,1.84583,0.157838,0.888598
CKAP5,1.79357,0.320919,-0.464404
CKB,2.09215,0.0773369,1.32241
CKMT2,2.24053,0.0451828,1.63979
CKS1B,2.09165,0.0907726,-1.22632
CLASP1,0.0924064,0.908539,0.0525502
CLASP2,0.846704,0.261391,0.696791
CLASRP,1.48725,0.249755,-0.623135
CLCC1,4.0822,0.0468272,1.33034
CLCN2,2.43846,0.0387349,1.68833
CLCN3,1.10946,0.105472,-1.49129
CLCN5,0.326008,0.544211,0.315097
CLCN6,2.23562,0.0718844,1.34684
CLCN7,3.91991,0.143525,0.821724
CLDN11,2.73129,0.00622029,-2.91926
CLDN6,3.66972,0.00131818,4.95383
CLDND1,1.08264,0.248309,-0.683019
CLEC16A,1.96143,0.0557355,-1.60273
CLEC3B,3.30776,0.00138095,-5.59137
CLGN,5.59261,0.00201515,3.10997
CLIC1,1.29465,0.571222,0.227214
CLIC2,1.27119,0.226027,-0.717088
CLIC4,0.539859,0.597585,-0.235831
CLIC6,4.18923,0.00646176,2.28068
CLINT1,1.4251,0.544792,-0.242258
CLIP1,0.42255,0.706427,0.161079
CLIP2,1.1995,0.0806152,-1.68149
CLIP3,2.64209,0.1494,0.857886
CLIP4,3.81107,0.00699202,2.31176
CLK3,1.81236,0.112405,-1.14023
CLMN,5.34872,0.00401481,2.69748
CLMP,2.38,0.00431183,-4.11106
CLN3,0.782634,0.56735,-0.240719
CLN5,1.04818,0.134812,-1.25754
CLN6,1.92421,0.0590204,1.55726
CLNS1A,3.53291,0.057843,1.28435
CLOCK,1.40652,0.294489,-0.531994
CLP1,2.84222,0.432763,-0.315716
CLPB,1.01166,0.281421,0.613378
CLPP,3.83175,0.191704,0.674306
CLPTM1,0.633166,0.49537,0.328136
CLPTM1L,0.34018,0.574088,-0.279268
CLPX,2.49702,0.326194,0.438216
