Gene Symbol,WT_exp1,WT_exp2,WT_exp3,L166P_exp1,L166P_exp2,L166P_exp3,L166P_exp4,L166P_exp5,L166P_exp6
AKR1B1,14.93218917,8.149823562,12.5956621,7.267348177,7.008372773,9.705511259,10.17854677,6.885677143,13.27686904
AKR1C3,7.855890504,8.746397307,10.74113238,4.644123244,5.171821585,4.069317627,12.00594212,9.168600815,27.59677442
AKR7A2,9.378294331,8.555687591,10.41914447,11.94828236,11.81589799,9.591617275,11.12198975,10.80900608,6.360080144
AKT1,11.79656065,13.90327945,14.9381066,8.680614979,7.531907855,6.997690856,7.177383822,8.201787566,10.77266822
AKT1S1,2.618900287,2.310011627,1.832659045,22.11115819,17.48973103,8.119142548,13.12543575,18.85871272,3.534248804
AKT2,19.92755291,19.92101806,14.12102378,3.47996668,3.967685683,6.596743672,6.056545322,4.452772846,11.47669105
AKT3,12.90725751,13.69885671,14.13227375,2.977518471,5.129789807,16.40516323,8.941496006,4.524104143,11.28354036
AKTIP,9.907223516,10.12519886,20.46530009,9.326811473,6.670299577,6.910842139,8.119017643,5.855768554,12.61953815
ALAD,11.29525399,12.56783305,13.66194002,7.714035107,7.497918356,8.537874488,8.637466972,7.232912935,12.85476508
ALCAM,14.6507618,12.99169969,11.67128332,7.536140147,9.266042706,9.120234726,7.609308951,5.281794373,11.87273428
ALDH16A1,10.2232886,9.912918476,7.993744618,17.50269838,12.48950924,7.833715618,7.916840148,9.76753855,6.359746365
ALDH18A1,7.845551384,7.794349609,8.006916556,13.07232194,11.10083898,10.11629429,11.43958887,11.76471699,8.859421377
ALDH1A1,4.920047091,5.047327787,5.732020099,17.02789954,14.33001888,10.65182828,11.31086927,12.73399254,8.245996514
ALDH1A2,5.705827061,6.201776443,7.375230933,11.79451885,10.84077722,10.84685241,10.37652303,9.69321675,17.16527731
ALDH1A3,1.461148998,1.428347535,1.548828293,9.043190981,8.867827226,16.22614856,17.36031676,12.42634892,21.63784273
ALDH1B1,3.005923905,3.263239564,3.97278832,9.735235282,9.303076365,10.91650703,13.6967366,12.85507886,23.25141407
ALDH1L2,20.95175804,20.70840475,21.28317689,2.388084645,2.806228824,5.135904517,5.41179714,5.520026819,5.794618371
ALDH2,14.22470549,13.21138623,14.0362953,5.813539581,5.682370186,8.189758317,8.642786006,8.649881502,11.54927739
ALDH3A1,2.069813242,1.688096736,0.69184719,22.82269961,18.62641937,7.839047856,11.02008271,23.36631151,1.875681771
ALDH3A2,18.57750896,18.96216165,22.25660443,1.882090334,2.045755783,4.895987528,4.819296231,3.976618142,12.58397695
ALDH3B1,8.712800085,8.470265805,6.970118184,15.11406458,12.14754287,12.02993446,10.23725053,10.13069824,6.187325242
ALDH4A1,6.416787551,5.860847428,5.193846298,11.90522625,12.53179118,11.89533779,13.29164839,11.08958956,11.81492554
ALDH5A1,4.012436794,3.495847195,3.091933275,12.78584638,13.75770096,14.15418377,16.02601059,11.32126809,11.35477294
ALDH6A1,14.16730585,14.15523503,13.32678812,6.29269282,7.547381226,9.220107287,8.837640924,6.855561232,9.597287515
ALDH7A1,13.04425356,12.23302775,11.30483588,9.161920749,10.30407589,9.053268854,8.63470384,7.732279246,8.53163424
ALDH9A1,3.441402638,3.315445306,5.005728314,22.58833828,15.57294025,6.178443389,9.716483132,20.81449759,3.366721098
ALDOA,9.951759568,8.954615019,9.014031725,8.354733409,9.349996791,12.50024492,11.44704551,8.367455827,12.06011724
ALDOC,12.51978433,11.0982603,9.377148554,8.520976753,9.266684409,9.02483295,12.06191297,10.24526285,7.885136886
ALG1,13.14233317,12.36290213,12.0979357,9.779126525,8.666576651,7.169924922,7.51001852,7.812289065,11.45889332
ALG12,8.776529107,10.74393881,20.63357027,8.831855508,6.772280255,4.843338586,6.831848589,10.15192491,12.41471397
ALG13,14.34763837,16.49982422,17.75394176,3.175418063,3.630625697,5.75454235,6.426536385,4.958575259,17.4528979
ALG14,13.21496753,17.84753953,21.04279894,2.290266335,1.877557454,5.60046985,4.066213959,6.59846258,17.46172382
ALG2,10.43965062,10.95330544,7.731204849,7.701104121,7.336803348,10.2457902,10.21364514,8.096921548,17.28157474
ALG5,14.00535531,12.89839701,11.72286282,6.460544002,6.556263995,8.91120041,7.709996145,6.596695977,15.13868433
ALG9,13.8255226,13.5910037,8.352382076,9.623097662,9.034890776,10.0661744,9.273543968,7.190289115,9.043095708
ALKBH1,5.868273751,7.579379705,6.883730767,12.14523142,11.15685858,9.91462216,11.3210981,14.29957224,10.83123327
ALKBH3,6.464849783,5.687111358,5.619057927,15.37518918,12.91239035,12.88326062,13.22046828,11.86509028,5.972582227
ALKBH4,9.52813569,10.02982499,9.07443478,8.909922654,7.158227705,10.12384612,13.84450596,11.21963512,10.11146698
ALKBH5,8.089896614,6.847645687,5.570935102,17.34167923,16.34580327,10.32965885,9.858974476,11.84140155,3.774005216
ALKBH7,4.380244528,4.520143422,3.797210013,19.90844367,15.40883309,10.9397886,11.27316355,14.47886059,5.293312533
ALMS1,6.89700822,6.757271719,6.355343875,12.04108923,10.62887771,11.94072723,12.29757968,17.19178306,5.890319282
ALPK2,0.74934481,0.879356747,0.763817182,23.8439769,22.5574239,10.21144494,10.76329775,17.06106921,3.170268562
ALPL,10.56966099,9.797905535,8.357445217,10.02749808,9.718998688,11.8295664,11.05124016,9.261967367,9.38571756
ALS2,8.379845869,8.066042074,8.046698024,12.84160542,10.94850704,11.5190287,10.40811347,10.80217218,8.987987223
ALS2CL,3.170126531,4.802094551,4.832981577,12.20415561,11.9208508,14.09775671,10.35954073,13.20565908,15.40683441
ALYREF,11.07757238,10.38977375,15.67757373,13.48170304,13.53222665,6.461451594,6.203411716,8.011623106,5.164664025
AMACR,2.618674644,2.233460541,2.356738684,23.75697079,16.96205964,6.346273251,9.335806369,23.77730818,2.612707898
AMBRA1,8.8900197,9.605220706,9.046015035,12.37465899,10.12136962,9.371794713,9.383630133,10.27974587,10.92754522
AMDHD2,12.8770248,10.72394749,2.624583463,8.356646121,10.83644984,11.9312228,11.8969937,7.281620785,13.471511
AMER1,5.565003969,6.762493242,6.979862089,10.19493091,12.78111648,13.87002151,13.23091288,15.05914661,5.556512312
AMFR,5.384030839,4.973383362,4.514584756,15.44451091,14.80527453,12.76855536,13.49978395,13.09032356,5.519552745
AMIGO2,1.057461377,1.182249696,1.320827329,19.64035068,20.37165718,11.15276973,12.9205966,16.94949488,5.404592522
AMMECR1,6.910967718,7.886572765,9.58974468,14.64482896,10.80036941,7.967814753,9.274433006,11.10391798,11.82135072
AMMECR1L,12.91556194,13.90905089,14.40057566,8.187432952,7.517206767,7.888596786,8.327413526,3.567868977,13.28629251
AMN1,10.51122733,9.975836432,12.19696637,6.574338214,9.123854744,6.975240932,11.4978887,6.567334139,16.57731314
AMOT,3.489680671,3.33901107,2.991189346,20.23415737,15.60995926,10.10039328,11.74927326,18.63327728,3.853058474
AMOTL1,17.52290867,15.51991765,6.218505758,6.634423816,7.50604768,9.076760037,10.07148976,9.078765358,8.37118127
AMOTL2,1.833641648,1.808710704,1.697402464,22.55849493,20.81762488,9.685305487,12.52459193,16.04615952,3.028068433
AMPD2,7.781000091,7.642034502,7.166183657,15.47530326,13.42745149,6.499055152,8.404352644,11.71401185,11.89060735
AMPD3,3.65162022,3.311701329,2.768050421,13.18201641,12.09034717,9.30573578,20.08310306,17.91196896,7.695456661
AMPH,13.97365066,11.22921408,11.96367991,9.951348861,9.167424045,9.206403834,9.226971161,9.564373241,5.716934205
AMZ2,13.806751,17.33507228,19.73000964,4.466262839,4.914763646,4.141154689,5.080579855,7.258186484,13.26721956
ANAPC1,10.219747,13.66381434,22.41202547,2.929707045,2.865831882,6.650291242,8.668922837,10.82626764,11.76339254
ANAPC10,9.668938658,17.26139524,33.54140521,1.274541429,1.891645296,3.364606671,3.540320586,5.076833153,14.38031376
ANAPC16,6.532070326,6.284070157,5.198969765,16.39935891,13.15499788,12.42339537,11.67220997,11.73446536,6.600462258
ANAPC2,12.24936779,13.22405339,14.43936675,7.569939894,6.512161743,7.714651058,7.304448109,7.297726194,13.68828507
ANAPC4,9.468701188,11.68205163,18.05581675,5.662865131,5.235618587,8.318860266,9.772024398,9.126538425,12.67752362
ANAPC5,11.51719363,14.83993018,13.88828593,7.133349233,7.743164988,6.790149963,6.774176699,7.329265341,13.98448403
ANAPC7,12.17701031,12.03855448,9.640755096,7.262917559,8.012177498,13.28618388,10.05691229,7.055571324,10.46991756
ANGEL2,9.455956619,12.92934588,9.82596837,10.6640363,7.572523482,10.34609286,8.7901406,12.91323256,7.502703337
ANGPTL2,10.47087178,10.32678701,11.35760547,10.13120624,10.56011247,9.798073594,9.422161857,11.67186632,6.261315257
ANK1,5.946025749,6.553244828,6.861200101,13.10808191,12.62479418,10.35058919,13.21518566,11.77916602,9.561712361
ANK2,5.62451728,5.886816909,6.323689045,14.8343659,12.64458103,10.83919036,10.45499241,10.87310714,12.51873993
ANK3,2.715091586,2.84319948,3.533720612,12.07706587,10.90168897,11.79094859,16.71094372,16.28182137,13.14551981
ANKFY1,9.76017962,10.6199597,15.28874055,7.849149849,6.363078515,9.976072345,10.17519134,9.418955832,10.54867225
ANKH,13.64724895,17.41686859,33.05057756,3.681424304,3.627108003,3.489626879,5.978711449,6.838879712,2.26955455
ANKHD1,9.461260855,10.79422062,12.94946225,8.714073079,10.10141306,10.41965719,9.64351111,9.066066445,8.850335389
ANKIB1,8.902335918,8.792579396,7.987706071,7.016885318,8.816594639,14.1372672,13.64855843,8.320322261,12.37775077
ANKLE2,3.036005339,2.773096963,2.327625184,20.30535405,17.74923274,11.1137935,11.59702161,16.64288457,4.454986038
ANKMY2,18.0943749,18.61803827,13.80319727,3.235340639,6.0225392,7.232598073,6.53174092,3.604121015,12.85804971
ANKRD11,10.45133214,8.539127638,13.78305562,13.84313513,8.871776763,9.409866889,10.71637937,8.337737907,6.047588541
ANKRD13A,10.54063394,11.00671118,11.9889432,6.382669041,6.837428221,9.386006826,9.701371051,8.823263864,15.33297267
ANKRD13D,4.483731763,5.925046795,9.70849087,12.04511399,11.55342427,8.228257854,14.45645868,14.20106556,9.398410218
ANKRD17,12.74697082,14.08686784,11.82236574,9.437535567,8.649486706,8.013763846,7.894551453,8.573807564,8.774650464
ANKRD2,1.161638998,0.677782068,0.762833042,26.16230982,26.20123491,7.064669526,9.413613939,15.73381453,2.822103176
ANKRD26,18.93313035,23.32804468,13.88597447,2.420718252,4.060998937,6.176238519,5.368732812,5.198717102,10.62744489
ANKRD27,7.294387586,3.341425735,1.393832639,8.513660071,8.340160578,20.9929521,20.04386967,11.25690071,8.82281091
ANKRD28,10.07867644,11.66777339,10.71651981,11.2144688,9.851105883,8.686790642,9.697720084,11.26176035,6.825184609
ANKRD30B,18.38629225,17.41555242,14.36163045,3.868436507,5.285565617,6.662101147,5.853744099,5.22914493,12.93753258
ANKRD34A,2.075416092,2.205504488,1.598570031,18.74300265,17.16425454,11.30035538,14.473972,14.10410904,8.334815769
ANKRD35,5.071385939,4.44395839,4.074118013,16.10346502,12.13750822,11.1556848,14.57427704,16.21947947,6.220123104
ANKRD39,10.4059139,14.64053923,14.64455484,8.205154261,10.24236502,4.605957591,6.516037985,6.689045748,14.05043141
ANKRD40,10.50691768,10.44309791,5.571269835,5.485524706,9.884325682,14.17568327,10.03867087,5.923839438,17.97067061
ANKRD44,7.609632523,8.111011893,9.089786666,10.08991079,9.566520266,10.41474501,11.68328167,12.27494096,11.16017022
ANKRD49,7.36224343,11.19875133,9.734606025,11.29408394,11.24853094,8.2306514,8.448847902,11.55938438,10.92290066
ANKRD50,7.582289351,7.746119333,8.686392298,11.48023339,8.604739801,10.83314291,12.08169063,13.69857234,9.286819952
ANKRD52,6.058318609,7.896684771,8.830067771,11.39371829,9.698254946,8.878972432,10.2033143,10.57116933,16.46949955
ANKRD54,7.596568257,7.801004865,7.777261908,14.33718614,16.3499675,9.714685998,11.0809978,9.059771597,6.282555932
ANKRD66,2.852099594,0.788665391,68.31978311,0.710350826,0.534978993,0.651819653,1.006944621,0.812000753,14.32335706
ANKS1A,7.027344797,6.695807913,6.735894205,12.12208128,12.35012392,10.31774074,12.72045813,14.33979812,7.690750894
ANKS3,9.523650994,7.83593846,7.603008144,10.55145688,15.83310294,6.85738918,14.30869289,6.757374543,10.72938598
ANKZF1,7.196499377,7.120492374,7.747200815,12.34570745,12.00571789,11.36285743,12.37969897,13.36283934,6.47898635
ANLN,1.749654179,1.58243356,1.509891317,23.83643121,21.14972365,15.46739103,9.986671655,11.1224634,3.595340007
ANO10,12.43525519,14.31044074,19.55435713,3.413458053,4.422021625,4.884621108,7.502525789,4.910035333,18.56728504
ANO6,12.7670864,12.61775655,13.29408324,6.326152411,7.555677194,10.52467714,7.964141502,5.692255899,13.25816966
ANO8,6.675850222,5.755614086,5.182916193,12.22691381,16.20304059,14.59244245,13.25369022,10.16882149,5.940710941
ANP32A,15.02335512,11.63944193,10.53014291,9.46731949,5.85230314,9.796125181,9.431904785,9.521671982,8.737735456
ANP32B,20.23796397,9.247183722,28.28970003,4.297379971,1.633447641,6.703825924,5.019388441,4.143633579,10.42747672
ANP32E,6.30780691,5.849910327,6.406507818,17.73352537,10.24045525,12.02613943,11.4904757,17.8254223,2.119756893
ANPEP,19.85890789,21.50290602,20.99359066,3.225605806,3.492852628,4.718288854,5.222045358,6.073501366,4.912301407
ANTXR1,10.05469491,7.846130489,5.870252155,15.26481894,14.79217405,8.88326591,9.469366492,13.27313469,4.546162361
ANTXR2,20.89726958,17.16146203,14.46540883,4.948947048,4.515974247,7.881102089,7.428891266,6.09532126,6.605623652
ANXA1,6.83930499,5.930869936,5.533546342,12.75757392,12.23743584,14.61698989,12.71817531,11.59859718,7.767506591
ANXA11,8.33843857,8.365101591,7.652712288,13.65063912,11.83527049,13.14317754,7.298249961,11.18190317,8.534507276
ANXA2,7.177531489,6.928992578,6.696149645,9.07754539,9.086762247,13.75107502,12.33918148,10.48909772,14.45366443
ANXA3,0.901909006,0.937696067,1.050338579,16.0428927,15.34527943,15.14543823,12.34874333,12.65240193,15.57530072
ANXA4,7.620105583,6.519142054,8.894702324,12.7380544,10.13360627,7.808039162,10.71492705,12.07912965,13.49229351
ANXA5,12.95591487,12.9627133,16.10660639,7.822606007,6.963461085,7.578300763,7.099287239,6.91294722,11.59816313
ANXA6,10.9243445,9.302868135,9.876381134,7.766687595,8.416107235,11.8531696,10.04008106,7.853589736,13.966771
ANXA7,8.586466043,8.167208111,9.835950201,13.40655342,11.68567911,8.002667907,8.896687794,10.71909125,10.69969616
AP1AR,3.844788237,2.794306948,2.438887759,12.24206896,12.9717089,16.13535516,19.14804883,15.8392507,4.585584505
AP1B1,9.650395914,9.373603921,16.69858711,6.973457065,6.545878331,9.958739142,10.50743415,8.599516347,11.69238802
AP1G1,6.065527229,7.201582155,16.8335073,9.776684139,8.332852992,10.68318456,11.42730133,9.036478268,10.64288203
AP1G2,14.47979947,12.84517268,11.11707539,8.174221979,6.573605699,10.32980372,8.799119794,6.278813982,11.40238729
AP1M1,10.70618216,10.62689817,15.15568405,7.420035256,6.72528102,8.57906984,8.032331326,8.050460278,14.7040579
AP1S1,7.391872301,9.718873595,8.418485907,11.56870142,7.649905457,6.241874032,10.63138842,19.35187441,9.027024459
AP1S2,5.716813875,5.867590087,5.767203672,15.35724291,12.58164728,10.67910683,11.58839711,16.46869369,5.973304552
AP1S3,3.993326301,4.341645958,5.034413524,12.1218061,10.31207469,8.288037665,9.75323704,10.39576323,25.75969549
AP2A1,11.2613631,10.49408304,11.63176269,6.654152109,8.203035534,10.67143801,8.617563707,7.43197496,15.03462684
AP2A2,11.47063318,11.90936878,12.77450023,7.180808855,8.407258168,8.93886418,8.792969115,7.087909563,13.43768792
AP2B1,13.53258313,14.34085587,18.57444047,5.107640589,5.011100392,6.37979649,6.076602483,5.377830173,15.5991504
AP2M1,6.999849455,7.801782537,8.576678474,14.43627069,8.826147007,11.34344413,10.55335651,12.38005454,9.082416653
AP2S1,10.17591129,13.02044516,13.87015988,6.288179919,5.516112802,7.050272722,7.816783245,8.256340403,18.00579458
AP3B1,16.53098639,18.89740115,19.5392109,1.488102971,2.237657845,6.049599177,5.490127539,4.060872885,15.70604115
AP3B2,17.39128166,20.72372679,19.39437686,0.67934475,1.495777517,3.878882019,3.406883248,2.412901102,20.61682606
AP3D1,7.121375307,10.88302699,34.84662028,4.232716088,3.3730953,6.804906077,8.034830909,7.920764339,6.782664711
AP3M1,10.89832037,10.91899419,13.79725066,8.397085298,6.504613603,7.890241329,8.420980996,9.178510055,13.9940035
AP3M2,8.890161106,10.35967701,10.05499531,8.328874822,7.557757849,11.38409722,11.11833465,11.6381394,10.66796264
AP3S1,7.084934005,7.772785139,7.104713303,19.15124706,13.6661645,7.668557961,8.487972902,11.93506923,7.128555906
AP4B1,10.40407301,10.5366277,22.83223991,2.282023561,1.50075593,6.36550735,6.162151855,4.710857101,25.20576358
AP4E1,11.66727356,13.50798623,16.53135083,5.436366164,5.734784929,5.938776333,6.915919884,8.417195783,15.85034628
AP4M1,7.328373873,7.691911439,5.969492533,14.26323717,11.0470751,9.817680435,11.2343793,13.51341997,9.134430183
AP4S1,6.875266627,8.047540396,7.429149012,15.42027148,9.78797497,9.570618592,10.57408218,15.01500986,7.280086885
AP5B1,13.2067479,15.91403007,19.46488618,6.035927528,6.115407359,4.281086488,5.489116116,6.396819238,13.09597912
AP5M1,10.29149245,10.19596035,11.22920488,6.669673485,8.287832941,10.82527613,11.29290399,8.627725979,12.57992978
AP5S1,6.848468839,7.57671208,8.237055031,15.62444327,11.78153677,9.213756168,10.6869057,11.21454053,8.81658162
AP5Z1,9.547619321,9.544116854,9.105090568,10.57466241,9.230261241,9.649889004,10.74057928,10.6403053,10.96747601
APAF1,17.1356915,19.8007941,21.40235794,3.12203765,2.985445454,4.533880416,4.777054336,5.090250333,11.15248826
APBA1,9.410478442,9.283007682,8.08266044,8.912412602,9.997371762,10.73349765,11.24937561,9.247671969,13.08352385
APBA2,2.79098523,2.748701796,2.882191166,17.35668345,16.43263554,10.92874581,13.86832901,16.9207101,6.071017888
APBA3,4.153227831,3.645993841,3.92131468,16.23234204,13.23588647,8.99809542,14.17403214,19.55427969,6.084827881
APBB1,4.532811815,6.507431939,14.29353485,15.11406777,12.97139132,6.662633559,10.09404223,13.05187673,6.772209789
APBB2,5.255573132,4.583393898,4.3490447,13.80969284,14.34758601,9.476943863,13.15422862,15.4764462,9.547090737
APC,6.326474156,6.414637346,3.011718605,19.38037714,18.68151965,9.180456696,9.409320351,13.78423879,3.811257268
APEH,9.315433816,9.429500865,9.513130788,9.083504901,8.773696074,9.439846765,10.90567375,10.48700638,13.05220666
APEX1,10.57102365,10.60157686,17.67687685,9.518059529,17.00247854,8.017502739,5.738371164,5.2885721,5.585538565
APH1A,10.34554438,14.97019159,37.57827355,4.71974411,0.687405104,1.901025486,2.962915207,3.768872835,13.06602774
APH1B,8.87171854,15.81976663,8.476158705,8.138878654,10.770378,6.871873085,8.191385954,13.64624789,9.213592544
API5,9.376376406,9.977716171,14.80289076,11.41156872,8.938989451,10.9804001,8.831160768,9.269979985,6.410917641
APIP,13.05132618,13.37082847,14.80704977,6.824313549,7.104399358,8.795917185,9.310936398,6.809589278,9.925639809
APLP2,6.110194306,8.198283099,10.68417506,16.13770118,12.7727049,7.451661648,8.696542456,12.03705618,7.911681182
APMAP,10.32271893,9.648011039,10.7565488,6.770619176,6.476534812,8.866008575,9.667949483,8.7166038,18.77500539
APOA1,0.996348789,1.209294681,1.625805798,2.165949051,1.406859153,2.278582211,4.960666489,56.87392195,18.48257188
